Num	X.1	X	N	gene	beta	pval	varexp
139	139	gene100144	139	1700009C05Rik	-0.0292406238506071	1	0
140	140	gene100146	140	1700009N14Rik	-0.0361982027723314	1	0
141	141	gene100147	141	1700010B08Rik	-0.00607960672668107	0.999999798230082	0
142	142	gene100148	142	1700010B13Rik	-0.000113929307216913	0.0620837946773988	0.352696367003834
143	143	gene100149	143	1700010D01Rik	0.00141760152355916	0.714782320692001	0.0648376736638436
144	144	gene100150	144	1700010G06Rik	0.00157312949601344	0.999999865486721	0
145	145	gene100151	145	1700010H22Rik	-0.00538432562915611	0.881399576157086	0.02450577385279
146	146	gene100152	146	1700010I02Rik	-0.00622661084705732	1	0
147	147	gene100153	147	1700010I14Rik	0.0452486648988986	0.710470090588214	0.118941487704801
148	148	gene100154	148	1700010J16Rik	-0.0118657597712796	1	0
149	149	gene100156	149	1700010K24Rik	-0.018793019793599	0.272773111184167	0.189159089971093
150	150	gene100157	150	1700010L04Rik	0.00826855847637884	1	0
151	151	gene100158	151	1700010N08Rik	-0.0302398658513411	1	0
152	152	gene100159	152	1700011B04Rik	-0.0504967378718544	0.999999904884748	0
153	153	gene100160	153	1700011C11Rik	-0.00669001755323326	1	0
154	154	gene100161	154	1700011D18Rik	0.000469721206160732	1	0
155	155	gene100163	155	1700011L22Rik	0.0025859823497541	0.999999952442374	0
156	156	gene100165	156	1700012A03Rik	-0.0193456931661021	1	0
157	157	gene100166	157	1700012B07Rik	0.000737492517219423	0.0523045062188401	0.366009092299951
158	158	gene100167	158	1700012B09Rik	0.00598866581134335	0.522787135330144	0.15013097299773
159	159	gene100169	159	1700012C14Rik	-0.0216993763618538	1	0
160	160	gene100170	160	1700012D14Rik	0.923870814663525	0.00126406063698019	0.604509244376524
161	161	gene100171	161	1700012D16Rik	-0.0387446868380753	0.000221425201522679	0.675142436192426
162	162	gene100172	162	1700012E03Rik	-0.0111125514077961	1	0
163	163	gene100173	163	1700012I11Rik	-0.0436672255182302	0.265368499971511	0.215270560374805
164	164	gene100174	164	1700012J15Rik	0.000469721206160732	1	0
165	165	gene100175	165	1700012J22Rik	0.000122101751046323	1	0
166	166	gene100177	166	1700013A02Rik	0.00219725665182042	0.379250269932268	0.1585200541442
167	167	gene100178	167	1700013D24Rik	-0.0141340712682654	1	0
168	168	gene100179	168	1700013F07Rik	-0.0154802364578782	0.108807710410225	0.556284026169195
169	169	gene100181	169	1700013H16Rik	0.0143674560119366	0.802503712212398	0.0491482882713429
170	170	gene100182	170	1700013M08Rik	0.00633441267840237	1	0
171	171	gene100183	171	1700013N06Rik	-0.0142098233642884	1	0
172	172	gene100184	172	1700014D04Rik	-0.0191380835552393	1	0
173	173	gene100186	173	1700014L14Rik	0.00343394255624572	0.873114446338525	0.0312674199456297
174	174	gene100187	174	1700015C15Rik	-0.00311772005795415	1	0
175	175	gene100188	175	1700015C17Rik	-0.00606212921696233	0.00272322779337261	0.555001520937059
176	176	gene100189	176	1700015F17Rik	-0.00251943917634719	0.741474922602228	0.0648350450690616
177	177	gene100190	177	1700015G11Rik	-0.00669001755323326	1	0
178	178	gene100191	178	1700015H07Rik	-0.00323853685766221	1	0
179	179	gene100192	179	1700015I17Rik	-0.00180124233522709	0.999999735210346	0
180	180	gene100193	180	1700015O11Rik	-0.00283878220311209	1	0
181	181	gene100194	181	1700016A09Rik	-0.000635641954686086	1	0
182	182	gene100196	182	1700016B15Rik	-0.0050943898696015	1	0
183	183	gene100197	183	1700016C15Rik	-0.0372716460678795	0.929554669211311	0.017052122658891
184	184	gene100198	184	1700016D06Rik	0.0271667990794806	0.00355384684215347	0.783210762224554
185	185	gene100200	185	1700016F12Rik	0.000973686190907704	1	0
186	186	gene100201	186	1700016G22Rik	-0.00647707371532437	1	0
187	187	gene100202	187	1700016H03Rik	0.00379341361982687	0.194917708640099	0.306864832225385
188	188	gene100203	188	1700016H13Rik	-0.00250683816915612	0.0025272829607126	0.796276644736227
189	189	gene100204	189	1700016J18Rik	0.000411276222562781	0.591280994811105	0.0890805473907471
190	190	gene100205	190	1700016K05Rik	0.000648120736469225	0.647936170661559	0.0751652720462214
191	191	gene100206	191	1700016K19Rik	0.0301582520608367	0.385509499922832	0.240219754121937
192	192	gene100207	192	1700016L21Rik	0.0352881341141718	0.130215702267306	0.32911897725425
193	193	gene100208	193	1700016P03Rik	-0.00528054967104263	0.221026895315877	0.221710198879193
194	194	gene100209	194	1700016P04Rik	0.00725247205976148	1	0
195	195	gene100210	195	1700017B05Rik	2.06704344728259	1.8365624212458e-07	0.874538580656747
196	196	gene100211	196	1700017G19Rik	-0.0159200740240173	1	0
197	197	gene100213	197	1700017J07Rik	-0.00137616238060616	0.836000610856803	0.0381053431356876
198	198	gene100214	198	1700017L05Rik	0.000731502114119723	0.0702676252415986	0.600731302267126
199	199	gene100215	199	1700017M07Rik	0.00379341361982687	0.194917708640099	0.306864832225385
200	200	gene100216	200	1700017N19Rik	0.00844962303562573	1	0
201	201	gene100217	201	1700018A04Rik	0.000707597563146397	0.317195291788911	0.357232782688407
202	202	gene100218	202	1700018A14Rik	-0.0494493641866458	1	0
203	203	gene100219	203	1700018A23Rik	0.0626600236532286	0.248317251700659	0.408545068266281
204	204	gene100220	204	1700018B08Rik	-0.00221871277224223	1	0
205	205	gene100221	205	1700018B24Rik	-0.00212580439886299	0.99999962553088	0
206	206	gene100222	206	1700018F24Rik	0.00383345343798126	0.786902001300808	0.0650509599933143
207	207	gene100224	207	1700018L02Rik	-0.422249066537439	0.000292867078237373	0.659032439173448
208	208	gene100225	208	1700018M17Rik	-0.00624117659735817	1	0
209	209	gene100226	209	1700018P08Rik	0.000359281176701858	1	0
210	210	gene100227	210	1700019A02Rik	0.0102645958612907	1	0
211	211	gene100228	211	1700019A23Rik	0.000186853592052935	1	0
212	212	gene100229	212	1700019C18Rik	0.189305476788276	0.479682298123859	0.127143877739912
213	213	gene100230	213	1700019D03Rik	-0.0895086736697223	0.23854012196581	0.219644516854452
214	214	gene100231	214	1700019E08Rik	-0.00331216638540452	0.999999865486721	0
215	215	gene100232	215	1700019F05Rik	0.0114197281987302	0.190028597058708	0.310742895777278
216	216	gene100233	216	1700019G24Rik	-0.00311772005795415	1	0
217	217	gene100234	217	1700019J19Rik	0.0237332834303475	0.852595312142653	0.0679766166195108
218	218	gene100235	218	1700019L13Rik	-0.00897148395340671	0.185062950163642	0.24523560730739
219	219	gene100236	219	1700019M22Rik	-0.00311716530459792	0.170839006819381	0.484808920038066
220	220	gene100237	220	1700019N19Rik	0.00501561660530641	0.756766341744642	0.0532668879156125
221	221	gene100239	221	1700020A23Rik	-0.0128187202542729	0.999999904884748	0
222	222	gene100240	222	1700020D05Rik	0.0238065723821235	0.246633870175122	0.311298865338906
223	223	gene100242	223	1700020G03Rik	-0.000325482686476498	0.988198409910344	0.0027526691703566
224	224	gene100243	224	1700020G17Rik	-0.0050512098803728	1	0
225	225	gene100244	225	1700020L24Rik	-0.435059634881386	0.0187098792869894	0.466056401214528
226	226	gene100246	226	1700020N01Rik	0.000858367246066755	0.999999904884748	0
227	227	gene100248	227	1700020N18Rik	0.0170879083882272	0.293124038993687	0.375128540855276
228	228	gene100249	228	1700021A07Rik	0.163738833670965	0.0529159058257048	0.37354269303468
229	229	gene100250	229	1700021F02Rik	-0.0155243449351123	0.545067332262212	0.192577806536515
230	230	gene100251	230	1700021F07Rik	-0.0181335146860185	1	0
231	231	gene100252	231	1700021F13Rik	-0.00212580439886299	0.99999962553088	0
232	232	gene100253	232	1700021G15Rik	0.00628320925322184	0.704155690689608	0.0672446422741184
233	233	gene100254	233	1700021J08Rik	0.00122463173090569	0.359803535598223	0.167775661324038
234	234	gene100255	234	1700021L23Rik	-0.00982208249194101	1	0
235	235	gene100257	235	1700021P04Rik	-0.0320773901733611	0.152164061011883	0.384974186222475
236	236	gene100258	236	1700022A21Rik	-0.00713158433565352	0.999999822055658	0
237	237	gene100259	237	1700022A22Rik	-0.0203224128561872	0.999999904884748	0
238	238	gene100260	238	1700022E09Rik	-0.0097778576971097	1	0
239	239	gene100261	239	1700022H01Rik	-0.00014396072849698	0.999999883508083	0
240	240	gene100262	240	1700022H16Rik	-0.00669001755323326	1	0
241	241	gene100263	241	1700022I11Rik	0.00433349135048862	1	0
242	242	gene100264	242	1700022N22Rik	0.0815769161518207	0.0121770422672749	0.522331563347719
243	243	gene100265	243	1700023B13Rik	-0.0021237087646434	0.284694535827098	0.394222706551063
244	244	gene100266	244	1700023C21Rik	0.00240852222514933	0.882381606348046	0.0291652278937712
245	245	gene100267	245	1700023F02Rik	-0.0104928175679785	0.954972826535254	0.00892355547430061
246	246	gene100268	246	1700023G09Rik	-0.0103596629094519	1	0
247	247	gene100269	247	1700023H06Rik	-0.118339694495891	0.451187869957384	0.147146358183865
248	248	gene100271	248	1700024B18Rik	0.00748784307921005	0.999999932743361	0
249	249	gene100272	249	1700024G13Rik	-0.00323853685766221	1	0
250	250	gene100274	250	1700024J04Rik	-0.00252255641303388	0.985338819164832	0.00291435881733717
251	251	gene100275	251	1700025A08Rik	-0.00637741319658901	0.999999767016167	0
252	252	gene100276	252	1700025B11Rik	-0.00311772005795415	1	0
253	253	gene100278	253	1700025D23Rik	0.0120426111256668	0.882381606348035	0.0291652279172262
254	254	gene100279	254	1700025F24Rik	-0.00124196773123943	0.666384114788172	0.0842601130293453
255	255	gene100280	255	1700025G04Rik	-4.60327819168232	0.000537479598647078	0.633860671315363
256	256	gene100281	256	1700025H01Rik	0.00823445587950671	1.35722877115669e-05	0.925760496919158
257	257	gene100283	257	1700025K04Rik	0.000382129285109062	0.576486124915439	0.0928269548469306
258	258	gene100284	258	1700025K24Rik	-0.0232021175984075	1	0
259	259	gene100285	259	1700025L06Rik	0.00357728806674662	0.687737056061062	0.0805932571007327
260	260	gene100286	260	1700025M24Rik	-0.0100677006476796	1	0
261	261	gene100287	261	1700025N21Rik	-0.14963199815639	0.925828976409171	0.0150294532600525
262	262	gene100288	262	1700025N23Rik	0.00455451400681143	1	0
263	263	gene100289	263	1700025O08Rik	0.00631924604504851	0.78490000650227	0.0540601637076661
264	264	gene100290	264	1700026D11Rik	0.00862954937170882	0.00876916830294474	0.505855391257592
265	265	gene100291	265	1700026F02Rik	-0.0194489411086308	1	0
266	266	gene100292	266	1700026J12Rik	0.0107015694058157	0.941240926275034	0.0145664139139121
267	267	gene100293	267	1700026J14Rik	0.000731502114119723	0.0702676252415986	0.600731302267126
268	268	gene100294	268	1700026N04Rik	0.00240852222514933	0.882381606348046	0.0291652278937712
269	269	gene100295	269	1700027A07Rik	0.00203215795396934	1	0
270	270	gene100296	270	1700027A15Rik	-0.00909966349314511	1	0
271	271	gene100297	271	1700027F06Rik	0.000459212687565969	1	0
272	272	gene100298	272	1700027F09Rik	0.0755778361812328	0.00404376660683518	0.541465897063051
273	273	gene100299	273	1700027H10Rik	-0.012102025036036	1	0
274	274	gene100300	274	1700027I24Rik	0.00330335899086279	0.759687927642112	0.0569336691620962
275	275	gene100301	275	1700027J07Rik	-0.0108484440742477	0.208569757641719	0.44078267484086
276	276	gene100302	276	1700028B04Rik	-0.00598995927237489	1	0
277	277	gene100303	277	1700028D13Rik	-0.0127325747255299	1	0
278	278	gene100304	278	1700028E10Rik	-0.191869177824609	0.522028976664089	0.147919080308439
279	279	gene100305	279	1700028I16Rik	0.000373707184105876	1	0
280	280	gene100306	280	1700028J19Rik	-0.00381583390040752	0.999999904884748	0
281	281	gene100307	281	1700028K03Rik	0.00211727451052988	0.41245723750376	0.233199791176267
282	282	gene100308	282	1700028M03Rik	-0.00279315799431825	1	0
283	283	gene100309	283	1700028N14Rik	0.0555188140774455	1	0
284	284	gene100310	284	1700028P14Rik	0.00598584964712963	1	0
285	285	gene100311	285	1700028P15Rik	-0.0047266478167369	1	0
286	286	gene100312	286	1700029B22Rik	-0.00334500877661663	1	0
287	287	gene100315	287	1700029F12Rik	-0.00179162129227713	1	0
288	288	gene100316	288	1700029H14Rik	0.0233267298407558	1	0
289	289	gene100317	289	1700029I15Rik	0.00329209722593642	0.103239543344815	0.582777801969255
290	290	gene100318	290	1700029J03Rik	-0.0244383022114103	0.892188665531163	0.0232234342203185
291	291	gene100319	291	1700029J07Rik	0.0952467133947409	0.020111813131098	0.480845650076306
292	292	gene100320	292	1700029M03Rik	-0.00175525419271748	0.641502788168875	0.0800412709555177
293	293	gene100321	293	1700029M20Rik	0.00968888879349216	1	0
294	294	gene100322	294	1700029N11Rik	0.00523416142951428	0.267277472298305	0.340514278883389
295	295	gene100323	295	1700029P11Rik	-0.000327724819492394	1	0
296	296	gene100324	296	1700030A11Rik	0.00321448881296176	1	0
297	297	gene100325	297	1700030C10Rik	0.0225288662269958	0.896994344509225	0.0839730355460646
298	298	gene100327	298	1700030C14Rik	-0.00334500877661663	1	0
299	299	gene100329	299	1700030F04Rik	-0.00132040052819093	1	0
300	300	gene100330	300	1700030I03Rik	0.00240852222514933	0.882381606348046	0.0291652278937712
301	301	gene100331	301	1700030J22Rik	0.00720435217326267	0.465333737610713	0.164464050467209
302	302	gene100332	302	1700030K09Rik	-0.027009299175261	1	0
303	303	gene100333	303	1700030L20Rik	0.000324020269047004	1	0
304	304	gene100334	304	1700030L22Rik	0.000616941522745201	0.336874118803679	0.3957811314177
305	305	gene100335	305	1700030M09Rik	0.011880943544177	0.547570145443013	0.221538510434098
306	306	gene100336	306	1700030N03Rik	0.0153841055003103	0.913269408634652	0.0351426614589823
307	307	gene100338	307	1700030O20Rik	-0.00311772005795415	1	0
308	308	gene100339	308	1700031A10Rik	-0.00289834496193441	1	0
309	309	gene100340	309	1700031F05Rik	0.00738199162438403	0.0897292056690786	0.545100073999991
310	310	gene100341	310	1700031F10Rik	0.000237744520026616	1	7.85842860710792e-21
311	311	gene100342	311	1700031L13Rik	0.00183685075026387	1	2.94997341881319e-21
312	312	gene100343	312	1700031M16Rik	-0.0029316385392878	0.354772376064411	0.28963551360394
313	313	gene100344	313	1700031P21Rik	-0.00747134563251798	0.643773831014324	0.0833010339485556
314	314	gene100345	314	1700034B16Rik	-0.012815270978385	1	0
315	315	gene100346	315	1700034E13Rik	-0.00280033016967065	0.835756192256257	0.0364302315456539
316	316	gene100347	316	1700034G24Rik	0.000162010134523502	1	0
317	317	gene100348	317	1700034H15Rik	-0.011373497097679	0.248165962994471	0.252595605203029
318	318	gene100349	318	1700034I23Rik	-0.0477696170555613	0.431953898355395	0.134718223032322
319	319	gene100350	319	1700034J04Rik	0.000186853592052935	1	0
320	320	gene100351	320	1700034J05Rik	-0.0600506104235514	0.989612004340831	0.00246750764938137
321	321	gene100352	321	1700034K08Rik	-0.00600351614700481	1	0
322	322	gene100353	322	1700034P13Rik	0.0177283707463367	0.999999904884748	0
323	323	gene100354	323	1700036A12Rik	-0.0477942781137313	1	0
324	324	gene100355	324	1700036G14Rik	-0.00286053166323853	0.0688575692538003	0.603171252567449
325	325	gene100358	325	1700037C18Rik	-0.208852006864286	1	0
326	326	gene100359	326	1700037F03Rik	0.000324562063635899	1	0
327	327	gene100360	327	1700037H04Rik	-0.764992609921019	0.000185843694813174	0.697494142614143
328	328	gene100361	328	1700039E22Rik	-0.00047675527719587	0.0688575692538007	0.603171252560127
329	329	gene100362	329	1700039I01Rik	-0.00902913990481548	0.999999932743361	0
330	330	gene100363	330	1700039M10Rik	-0.0288962114814063	1	0
331	331	gene100364	331	1700039M15Rik	-0.0133800351064665	1	0
332	332	gene100365	332	1700040D17Rik	0.0613657397580639	0.112995837413679	0.293779677559969
333	333	gene100366	333	1700040E09Rik	0.000616941522745201	0.336874118803679	0.3957811314177
334	334	gene100368	334	1700040F17Rik	-0.00143989118245826	0.286388967010069	0.395786278698219
335	335	gene100369	335	1700040K01Rik	-0.0202048395214912	1	0
336	336	gene100370	336	1700040L08Rik	-0.03302932882657	1	0
337	337	gene100372	337	1700041C23Rik	0.0197590127998709	0.978095356929788	0.00514306358857408
338	338	gene100373	338	1700041G16Rik	-0.0333850091007063	1	0
339	339	gene100374	339	1700041I07Rik	0.000415049576802116	0.570621622372727	0.0943442398796794
340	340	gene100376	340	1700041M19Rik	0.010743356124077	1	0
341	341	gene100377	341	1700042D02Rik	0.000324562063635899	1	0
342	342	gene100379	342	1700042G15Rik	0.00343394255624572	0.873114446338525	0.0312674199456297
343	343	gene100380	343	1700042O05Rik	0.000365751057058912	0.0702676252415981	0.60073130226658
344	344	gene100381	344	1700042O10Rik	0.00755652114513888	1	0
